,OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus,size.sub,preferred
3274,Otu003274,337,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes,16,Betaproteobacteria
3276,Otu003276,337,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,89,Epsilonproteobacteria
3287,Otu003287,335,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,39,Deltaproteobacteria
3292,Otu003292,334,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,70,Deltaproteobacteria
3293,Otu003293,334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,51,Alphaproteobacteria
3294,Otu003294,333,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,BAL58_marine_group,28,Betaproteobacteria
3296,Otu003296,333,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified,27,Gammaproteobacteria
3303,Otu003303,332,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,53,Betaproteobacteria
3313,Otu003313,331,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,73,Alphaproteobacteria
3325,Otu003325,329,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenaceae_unclassified,65,Betaproteobacteria
3336,Otu003336,328,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,57,Gammaproteobacteria
3337,Otu003337,328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839_unclassified,59,Alphaproteobacteria
3338,Otu003338,327,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacteraceae_unclassified,67,Alphaproteobacteria
3347,Otu003347,326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,46,Alphaproteobacteria
3350,Otu003350,326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,66,Alphaproteobacteria
3357,Otu003357,325,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,28,Gammaproteobacteria
3361,Otu003361,324,Bacteria,Proteobacteria,Alphaproteobacteria,DB1-14,DB1-14_unclassified,DB1-14_unclassified,50,Alphaproteobacteria
3364,Otu003364,324,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,79,Betaproteobacteria
3366,Otu003366,324,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,61,Deltaproteobacteria
3371,Otu003371,323,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,97,Proteobacteria_unclassified
3378,Otu003378,322,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,54,Alphaproteobacteria
3380,Otu003380,322,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,69,Deltaproteobacteria
3387,Otu003387,321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella,53,Alphaproteobacteria
3396,Otu003396,320,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,44,Deltaproteobacteria
3397,Otu003397,320,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_unclassified,Burkholderiales_unclassified,46,Betaproteobacteria
3400,Otu003400,319,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,GR-WP33-30_unclassified,GR-WP33-30_unclassified,68,Deltaproteobacteria
3402,Otu003402,319,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,65,Gammaproteobacteria
3432,Otu003432,316,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,79,Alphaproteobacteria
3439,Otu003439,315,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,55,Deltaproteobacteria
3440,Otu003440,315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,22,Alphaproteobacteria
3442,Otu003442,315,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichales_Incertae_Sedis,Caedibacter,79,Gammaproteobacteria
3447,Otu003447,315,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinaceae_unclassified,34,Deltaproteobacteria
3459,Otu003459,314,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,75,Alphaproteobacteria
3464,Otu003464,313,Bacteria,Proteobacteria,Gammaproteobacteria,NKB5,NKB5_unclassified,NKB5_unclassified,31,Gammaproteobacteria
3466,Otu003466,312,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,60,Betaproteobacteria
3471,Otu003471,311,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,49,Deltaproteobacteria
3479,Otu003479,311,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,24,Epsilonproteobacteria
3480,Otu003480,310,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,63,Gammaproteobacteria
3495,Otu003495,308,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,66,Gammaproteobacteria
3497,Otu003497,308,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,65,Betaproteobacteria
3498,Otu003498,308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,69,Alphaproteobacteria
3505,Otu003505,307,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,36,Betaproteobacteria
3511,Otu003511,306,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,21,Gammaproteobacteria
3517,Otu003517,305,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,73,Deltaproteobacteria
3518,Otu003518,305,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,28,Deltaproteobacteria
3529,Otu003529,304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,36,Alphaproteobacteria
3531,Otu003531,304,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,46,Alphaproteobacteria
3551,Otu003551,301,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,37,Deltaproteobacteria
3555,Otu003555,301,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,34,Gammaproteobacteria
3577,Otu003577,299,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,54,Proteobacteria_unclassified
3581,Otu003581,299,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,55,Alphaproteobacteria
3604,Otu003604,295,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,Candidatus_Hepatincola,35,Alphaproteobacteria
3605,Otu003605,295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,51,Alphaproteobacteria
3621,Otu003621,293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,69,Alphaproteobacteria
3627,Otu003627,292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,53,Alphaproteobacteria
3640,Otu003640,291,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,66,Deltaproteobacteria
3648,Otu003648,290,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,35,Deltaproteobacteria
3658,Otu003658,289,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,46,Betaproteobacteria
3659,Otu003659,289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,60,Alphaproteobacteria
3661,Otu003661,288,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,52,Deltaproteobacteria
3662,Otu003662,288,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,66,Alphaproteobacteria
3672,Otu003672,287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,40,Alphaproteobacteria
3676,Otu003676,287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,58,Alphaproteobacteria
3688,Otu003688,285,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,62,Gammaproteobacteria
3699,Otu003700,284,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,62,Epsilonproteobacteria
3710,Otu003711,283,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,46,Proteobacteria_unclassified
3721,Otu003722,282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,75,Alphaproteobacteria
3731,Otu003732,281,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,39,Proteobacteria_unclassified
3734,Otu003735,281,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonadaceae_unclassified,59,Betaproteobacteria
3735,Otu003736,281,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92_clade,31,Gammaproteobacteria
3750,Otu003751,280,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,32,Proteobacteria_unclassified
3754,Otu003755,280,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,28,Alphaproteobacteria
3756,Otu003757,280,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,Sh765B-TzT-29_unclassified,Sh765B-TzT-29_unclassified,54,Deltaproteobacteria
3766,Otu003767,279,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,0319-6G20_unclassified,32,Deltaproteobacteria
3783,Otu003784,278,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,33,Alphaproteobacteria
3789,Otu003790,278,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,42,Alphaproteobacteria
3799,Otu003800,277,Bacteria,Proteobacteria,Alphaproteobacteria,DB1-14,DB1-14_unclassified,DB1-14_unclassified,31,Alphaproteobacteria
3800,Otu003801,277,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,24,Alphaproteobacteria
3804,Otu003805,277,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,62,Gammaproteobacteria
3812,Otu003813,276,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,30,Gammaproteobacteria
3817,Otu003818,275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,23,Alphaproteobacteria
3823,Otu003824,274,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,45,Deltaproteobacteria
3825,Otu003826,273,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,65,Alphaproteobacteria
3847,Otu003848,272,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,43,Gammaproteobacteria
3850,Otu003851,271,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales_unclassified,Chromatiales_unclassified,19,Gammaproteobacteria
3853,Otu003854,271,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,15,Alphaproteobacteria
3861,Otu003862,270,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,67,Gammaproteobacteria
3865,Otu003866,270,Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,TRA3-20_unclassified,TRA3-20_unclassified,35,Betaproteobacteria
3872,Otu003873,269,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,25,Gammaproteobacteria
3877,Otu003878,269,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,36,Proteobacteria_unclassified
3910,Otu003911,266,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,46,Deltaproteobacteria
3913,Otu003914,266,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,50,Gammaproteobacteria
3928,Otu003929,265,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116_clade,SAR116_clade_unclassified,25,Alphaproteobacteria
3936,Otu003937,264,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,69,Gammaproteobacteria
3956,Otu003957,262,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,39,Alphaproteobacteria
3969,Otu003970,261,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,58,Betaproteobacteria
3974,Otu003975,261,Bacteria,Proteobacteria,Alphaproteobacteria,DB1-14,DB1-14_unclassified,DB1-14_unclassified,19,Alphaproteobacteria
3991,Otu003992,259,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,39,Gammaproteobacteria
3992,Otu003993,259,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,54,Proteobacteria_unclassified
3993,Otu003994,259,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,32,Deltaproteobacteria
4004,Otu004005,257,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,84,Gammaproteobacteria
4010,Otu004011,256,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,76,Betaproteobacteria
4011,Otu004012,256,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,51,Gammaproteobacteria
4015,Otu004016,256,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,76,Alphaproteobacteria
4021,Otu004022,255,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,46,Proteobacteria_unclassified
4022,Otu004023,255,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,GR-WP33-30_unclassified,GR-WP33-30_unclassified,56,Deltaproteobacteria
4024,Otu004025,255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,I-10,I-10_unclassified,41,Alphaproteobacteria
4027,Otu004028,254,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,0319-6G20_unclassified,77,Deltaproteobacteria
4035,Otu004036,254,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,OM60,22,Gammaproteobacteria
4039,Otu004040,253,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,48,Betaproteobacteria
4050,Otu004051,252,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,53,Gammaproteobacteria
4064,Otu004065,251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,JG34-KF-361_unclassified,40,Alphaproteobacteria
4067,Otu004068,251,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,36,Gammaproteobacteria
4068,Otu004069,251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,JG37-AG-20,JG37-AG-20_unclassified,25,Alphaproteobacteria
4077,Otu004078,250,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,GR-WP33-30_unclassified,GR-WP33-30_unclassified,66,Deltaproteobacteria
4084,Otu004085,250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,38,Alphaproteobacteria
4088,Otu004089,250,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,32,Betaproteobacteria
4106,Otu004107,248,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,59,Alphaproteobacteria
4117,Otu004118,247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,57,Alphaproteobacteria
4126,Otu004127,246,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,40,Gammaproteobacteria
4127,Otu004128,246,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Steroidobacter,50,Gammaproteobacteria
4133,Otu004134,246,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,37,Deltaproteobacteria
4137,Otu004138,246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,57,Alphaproteobacteria
4140,Otu004141,246,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,48,Proteobacteria_unclassified
4153,Otu004154,245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,73,Alphaproteobacteria
4163,Otu004164,244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,JG34-KF-361_unclassified,39,Alphaproteobacteria
4168,Otu004169,244,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalispira,20,Gammaproteobacteria
4180,Otu004181,243,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,46,Betaproteobacteria
4188,Otu004189,242,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,GR-WP33-30_unclassified,GR-WP33-30_unclassified,49,Deltaproteobacteria
4197,Otu004198,241,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,29,Betaproteobacteria
4199,Otu004200,241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,24,Alphaproteobacteria
4206,Otu004207,240,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,40,Betaproteobacteria
4207,Otu004208,240,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,42,Deltaproteobacteria
4209,Otu004210,240,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,70,Alphaproteobacteria
4210,Otu004211,240,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,43,Betaproteobacteria
4221,Otu004222,239,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,45,Gammaproteobacteria
4237,Otu004238,238,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,69,Betaproteobacteria
4238,Otu004239,238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,46,Alphaproteobacteria
4243,Otu004244,237,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,29,Epsilonproteobacteria
4244,Otu004245,237,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxellaceae_unclassified,44,Gammaproteobacteria
4245,Otu004246,237,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,MA-28-I98C,MA-28-I98C_unclassified,46,Deltaproteobacteria
4252,Otu004253,237,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,21,Gammaproteobacteria
4257,Otu004258,237,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,56,Deltaproteobacteria
4264,Otu004265,236,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,85,Gammaproteobacteria
4270,Otu004271,236,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,mle1-27_unclassified,39,Deltaproteobacteria
4275,Otu004276,235,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,Sva0485_unclassified,Sva0485_unclassified,59,Deltaproteobacteria
4277,Otu004278,235,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Candidatus_Branchiomonas,62,Betaproteobacteria
4294,Otu004295,234,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,56,Deltaproteobacteria
4301,Otu004302,234,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,38,Alphaproteobacteria
4312,Otu004313,233,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,48,Deltaproteobacteria
4322,Otu004323,232,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,72,Gammaproteobacteria
4351,Otu004352,230,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,GR-WP33-30_unclassified,GR-WP33-30_unclassified,25,Deltaproteobacteria
4358,Otu004359,229,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,31,Gammaproteobacteria
4368,Otu004369,228,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Candidatus_Pelagibacter,18,Alphaproteobacteria
4382,Otu004383,227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,46,Alphaproteobacteria
4398,Otu004399,226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,45,Alphaproteobacteria
4399,Otu004400,226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,50,Alphaproteobacteria
4402,Otu004403,225,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,21,Deltaproteobacteria
4418,Otu004419,224,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,41,Deltaproteobacteria
4441,Otu004442,222,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,34,Alphaproteobacteria
4453,Otu004454,221,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,30,Alphaproteobacteria
4457,Otu004458,221,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,55,Betaproteobacteria
4459,Otu004460,221,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,51,Alphaproteobacteria
4467,Otu004468,220,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,38,Gammaproteobacteria
4472,Otu004473,220,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,88,Betaproteobacteria
4475,Otu004476,220,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonadaceae_unclassified,60,Betaproteobacteria
4487,Otu004488,219,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,22,Gammaproteobacteria
4488,Otu004489,219,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,PRD01a011B,37,Betaproteobacteria
4491,Otu004492,219,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,63,Alphaproteobacteria
