"","OTU","s.deep.water","s.marsh.water","s.deep.sed","s.marsh.sed","s.wet.soil","s.up.soil","index","stat","p.value","p.fdr","X","Size","Kingdom","Phylum","Class","Order","Family","Genus","size.sub","preferred"
"1595","Otu000459",0,1,1,1,1,1,62,0.827884809878141,0.01,0.028,459,3133,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",487,"Planctomycetes"
"1596","Otu000833",0,1,1,1,1,1,62,0.855157925803858,0.01,0.028,833,1744,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",259,"Planctomycetes"
"1597","Otu001027",0,1,1,1,1,1,62,0.753773904358975,0.01,0.028,1027,1374,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",232,"Planctomycetes"
"1598","Otu001152",0,1,1,1,1,1,62,0.718925540361636,0.02,0.046,1152,1228,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",151,"Planctomycetes"
"1599","Otu001637",0,1,1,1,1,1,62,0.703123049310652,0.01,0.028,1637,825,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",146,"Planctomycetes"
"1600","Otu001905",0,1,1,1,1,1,62,0.686957140118327,0.01,0.028,1905,685,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",143,"Planctomycetes"
"1601","Otu000007",0,1,1,1,1,1,62,0.991825086686429,0.01,0.028,7,128177,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",18725,"Alphaproteobacteria"
"1602","Otu000021",0,1,1,1,1,1,62,0.990054095900525,0.01,0.028,21,48454,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",8693,"Alphaproteobacteria"
"1603","Otu000037",0,1,1,1,1,1,62,0.937054100411218,0.01,0.028,37,31083,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",4483,"Alphaproteobacteria"
"1604","Otu000044",0,1,1,1,1,1,62,0.94582854495328,0.01,0.028,44,25216,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",4045,"Alphaproteobacteria"
"1605","Otu000045",0,1,1,1,1,1,62,0.955470883987951,0.01,0.028,45,24500,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae_unclassified",3352,"Alphaproteobacteria"
"1606","Otu000047",0,1,1,1,1,1,62,0.858213219787262,0.01,0.028,47,23432,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","alphaI_cluster","alphaI_cluster_unclassified",4976,"Alphaproteobacteria"
"1607","Otu000052",0,1,1,1,1,1,62,0.95736414541133,0.01,0.028,52,20892,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",3508,"Betaproteobacteria"
"1608","Otu000069",0,1,1,1,1,1,62,0.893151332834595,0.01,0.028,69,16566,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",3011,"Betaproteobacteria"
"1609","Otu000089",0,1,1,1,1,1,62,0.941930420580625,0.01,0.028,89,13482,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",1785,"Alphaproteobacteria"
"1610","Otu000146",0,1,1,1,1,1,62,0.784944068709894,0.01,0.028,146,8850,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",1259,"Proteobacteria_unclassified"
"1611","Otu000149",0,1,1,1,1,1,62,0.921705256070876,0.01,0.028,149,8807,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Rhizomicrobium",1347,"Alphaproteobacteria"
"1612","Otu000197",0,1,1,1,1,1,62,0.872886923066803,0.01,0.028,197,6887,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium",1263,"Alphaproteobacteria"
"1613","Otu000252",0,1,1,1,1,1,62,0.881337205560969,0.01,0.028,252,5661,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",960,"Alphaproteobacteria"
"1614","Otu000310",0,1,1,1,1,1,62,0.839535225144947,0.01,0.028,310,4685,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",636,"Alphaproteobacteria"
"1615","Otu000331",0,1,1,1,1,1,62,0.820325931137115,0.02,0.046,331,4374,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Rhizomicrobium",554,"Alphaproteobacteria"
"1616","Otu000338",0,1,1,1,1,1,62,0.933750725877506,0.01,0.028,338,4300,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Byssovorax",751,"Deltaproteobacteria"
"1617","Otu000348",0,1,1,1,1,1,62,0.799407126464616,0.01,0.028,348,4148,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",544,"Alphaproteobacteria"
"1618","Otu000361",0,1,1,1,1,1,62,0.873676002123971,0.01,0.028,361,4032,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",735,"Alphaproteobacteria"
"1619","Otu000388",0,1,1,1,1,1,62,0.867127023819714,0.01,0.028,388,3781,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella",661,"Alphaproteobacteria"
"1620","Otu000413",0,1,1,1,1,1,62,0.806597103623593,0.02,0.046,413,3589,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",616,"Alphaproteobacteria"
"1621","Otu000451",0,1,1,1,1,1,62,0.80727033468252,0.01,0.028,451,3223,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodomicrobium",724,"Alphaproteobacteria"
"1622","Otu000474",0,1,1,1,1,1,62,0.718925540361636,0.02,0.046,474,3038,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacteriaceae_unclassified",445,"Alphaproteobacteria"
